(15.1444,0)
(7.3319,0)
(18.3701,0)
(4.2037,0)
(16.6472,0)
(7.54243,0)
(20.5832,0)
(2.56155,0)
(17.554,0)
(7.44476,0)
(20.7094,0)
(3.8541,0)
(18.4009,0)
(6.26028,0)
(28.3212,0)
(3.8541,0)
(16.4565,0)
(6.2177,0)
(31.8754,0)
(4.68178,0)
(11.9352,0)
(5.87298,0)
(32.3927,0)
(5.85028,0)
(11.461,0)
(7.00273,0)
(29.2608,0)
(5.46179,0)
(10.4993,0)
(7.66251,0)
(33.4455,0)
(5.46179,0)
(8.33933,0)
(10.0246,0)
(35.2754,0)
(5.53399,0)
(4.94338,0)
(10.4721,0)
(36.0499,0)
(6.55011,0)
(2.65897,0)
(9.06182,0)
(28.504,0)
(6.51993,0)
(4.38417,0)
(9.11525,0)
(23.4436,0)
(5.72151,0)
(6.60555,0)
(8.63525,0)
(24.1589,0)
(4.37731,0)
(8,0)
(9.40795,0)
(22.6777,0)
(3.80489,0)
(10,0)
(8.6226,0)
(19.3662,0)
(4.398,0)
(12.6332,0)
(10.1875,0)
(19.2308,0)
(4.64705,0)
(12.6332,0)
(10.8071,0)
(20.4338,0)
(4.12877,0)
(14.8102,0)
(12.3007,0)
(20.779,0)
(3.84732,0)
(14.9015,0)
(13.6394,0)
(20.6546,0)
(3.23607,0)
(12.0579,0)
(14.7871,0)
(20.0574,0)
(5.40342,0)
(8.91363,0)
(12.8227,0)
(21.9477,0)
(6.67598,0)
(7.18747,0)
(13.3905,0)
(24.5208,0)
(7.58579,0)
(4.76644,0)
(10.9282,0)
(22.4286,0)
(7.18468,0)
(5.60555,0)
(10.8351,0)
(18.3599,0)
(8.6453,0)
(5.3441,0)
(9.55018,0)
(17.0033,0)
(7.73284,0)
(7.1993,0)
(10.6338,0)
(16.3273,0)
(8.75723,0)
(6.16228,0)
(10.6815,0)
(15.2471,0)
(9.14694,0)
(6.70682,0)
(11.8041,0)
(15.551,0)
(8.44508,0)
(6.16228,0)
(13.4725,0)
(12.3601,0)
(8.09029,0)
(5,0)
(14.1977,0)
(12.1584,0)
(8.39463,0)
(4.49449,0)
(12.041,0)
(14.4331,0)
(9.40512,0)
(4.12489,0)
(13.5117,0)
(16.4517,0)
(10.2942,0)
(2.73205,0)
(13.9644,0)
(16.6871,0)
(11.693,0)
(1,0)
(13.0877,0)
(17.2303,0)
(12.1878,0)
(2,0)
(14.0799,0)
(17.5944,0)
(12.6063,0)
(2,0)
(13.0379,0)
(19.0575,0)
(12.9846,0)
(2.41421,0)
(11.773,0)
(18.0927,0)
(12.251,0)
(3.49086,0)
(13.2986,0)
(15.3061,0)
(11.372,0)
(3.83598,0)
(13.1608,0)
(14.8829,0)
(12.0765,0)
(3.49449,0)
(12.8547,0)
(14.5805,0)
(12.0926,0)
(3.90547,0)
(13.8883,0)
(17.8613,0)
(10.9729,0)
(3,0)
(11.8449,0)
(17.8218,0)
(10.4673,0)
(3,0)
(13.9582,0)
(17.0237,0)
(11.3574,0)
(2,0)
(13.9993,0)
(17.4095,0)
(11.3993,0)
(2.3593,0)
(13.4776,0)
(17.2775,0)
(10.3662,0)
(3.51711,0)
(13.8329,0)
(20.0724,0)
(10.3273,0)
(3.18194,0)
(15.0935,0)
(20.7703,0)
(10.8665,0)
(2.41421,0)
(15.8943,0)
(15.7689,0)
(11.8494,0)
(2.83118,0)
(15.5902,0)
(14.2948,0)
(12.3485,0)
(3.73205,0)
(14.1163,0)
(17.8343,0)
(10.4128,0)
(4.14092,0)
(11.6973,0)
(16.5899,0)
(10.2749,0)
(4.14092,0)
(12.4971,0)
(16.9361,0)
(12.1687,0)
(2,0)
(12.7322,0)
(16.2144,0)
(11.1337,0)
(2,0)
(12.1489,0)
(17.2033,0)
(12.0259,0)
(2,0)
(10.2133,0)
(18.636,0)
(10.7009,0)
(2,0)
(11.8107,0)
(17.5511,0)
(11.2712,0)
(2,0)
(13.8042,0)
(14.4696,0)
(11.552,0)
(1.61803,2.59544e-08)
(15.2191,0)
(13.8897,0)
(12.427,0)
(3.14012,0)
(15.7581,0)
(14.9322,0)
(10.8826,0)
(2.69174,0)
(14.7865,0)
(15.964,0)
(10.0862,0)
(6.50536,0)
(13.7074,0)
(14.6061,0)
(9.00931,0)
(8.64784,0)
(13.4631,0)
(15.5792,0)
(8.57709,0)
(9.23399,0)
(14.8468,0)
(16.9969,0)
(8.47419,0)
(9.23094,0)
(14.9541,0)
(17.5694,0)
(8.01293,0)
(8.6613,0)
(13.8703,0)
(17.1016,0)
(6.98714,0)
(8.64337,0)
(12.2019,0)
(16.153,0)
(6.77279,0)
(8.67886,0)
(11.7585,0)
(18.2609,0)
(7.37058,0)
(5.37089,0)
(11.7242,0)
(20.2946,0)
(7.89707,0)
(3.79957,0)
(12.2895,0)
(18.9546,0)
(8.37102,0)
(4.0651,0)
(13.7595,0)
(16.4782,0)
(9.28552,0)
(3.64575,0)
(12.4133,0)
(17.1941,0)
(9.30702,0)
(4.12732,0)
(12.541,0)
(18.5547,0)
(8.99221,0)
(3.62165,0)
(13.6242,0)
(18.5253,0)
(10.4466,0)
(3.36523,0)
(14.1404,0)
(17.0046,0)
(10.9044,0)
(4.04892,0)
(15.1086,0)
(15.0411,0)
(11.366,0)
(4.35795,0)
(15.6717,0)
(14.9899,0)
(10.2078,0)
(4.28571,0)
(14.1558,0)
(14.9394,0)
(8.80312,0)
(5.44017,0)
(15.2592,0)
(16.1473,0)
(8.09683,0)
(5.19258,0)
(14.9095,0)
(15.552,0)
(8.15423,0)
(5.91668,0)
(14.2156,0)
(13.0957,0)
(8.23901,0)
(6.2278,0)
(14.152,0)
(13.5036,0)
(8.59393,0)
(6.06565,0)
(13.442,0)
(13.3783,0)
(9.63883,0)
(5.87987,0)
(13.9681,0)
(13.3795,0)
(11.9447,0)
(6.29258,0)
(15.0154,0)
(13.4593,0)
(13.3504,0)
(5.44949,0)
(14.7033,0)
(13.4593,0)
(12.8707,0)
(5.41747,0)
(13.3975,0)
(14.9836,0)
(12.5567,0)
(5.5114,0)
(13.5903,0)
(15.2274,0)
(11.9847,0)
(4.19258,0)
(14.5503,0)
(15.2668,0)
(12.9571,0)
(3.56155,0)
(12.9627,0)
(17.1673,0)
(12.6987,0)
(3,0)
(12.2318,0)
(17.4164,0)
(11.4214,0)
(3,0)
(12.6285,0)
(15.947,0)
(11.4087,0)
(2.59867,0)
(14.2228,0)
(15.4751,0)
(11.5914,0)
(2.04983,0)
(15.3284,0)
(15.4648,0)
(11.1271,0)
(2.37442,0)
(15.2275,0)
(18.9041,0)
(9.85281,0)
(2.83118,0)
(13.1939,0)
(17.7973,0)
(8.76248,0)
(7.91131,0)
(13.2212,0)
(19.3019,0)
(8.02878,0)
(7.87298,0)
(13.3488,0)
(20.9941,0)
(7.88221,0)
(9.30165,0)
(12.2163,0)
(21.9603,0)
(8.56776,0)
(8.50494,0)
(12.3164,0)
(21.1157,0)
(7.13001,0)
(8.50494,0)
(11.0337,0)
(19.6482,0)
(6.98714,0)
(9.09796,0)
(10.5809,0)
(19.0035,0)
(6.45778,0)
(9.09796,0)
(11.0062,0)
(21.7046,0)
(6.96887,0)
(4.15633,0)
(10.8542,0)
(20.494,0)
(8.62078,0)
(3.63612,0)
(13.0718,0)
(16.8535,0)
(9.86209,0)
(2.61611,0)
(13.8712,0)
(15.7241,0)
(11.6652,0)
(2.57173,0)
(13.4486,0)
(17.4664,0)
(11.5508,0)
(2.91964,0)
(14.4992,0)
(18.578,0)
(12.5673,0)
(1,0)
(16.1064,0)
(16.0075,0)
(14.4982,0)
(1,0)
(17,0)
(16.3273,0)
(14.479,0)
(2,0)
(16.0193,0)
(16.6122,0)
(13.933,0)
(3.10715,0)
(17.4232,0)
(15.6275,0)
(11.0765,0)
(4.91729,0)
(16.0186,0)
(17.709,0)
(8.71855,0)
(4.95759,0)
(16.0753,0)
(15.6377,0)
(8.84939,0)
(5.73018,0)
(16.5444,0)
(14.9692,0)
(9.34902,0)
(5,0)
(16.1512,0)
(13.7028,0)
(8.09402,0)
(5.48168,0)
(16.9805,0)
(12.4057,0)
(8.75639,0)
(5.96272,0)
(15.5973,0)
(11.9526,0)
(8.99422,0)
(6.27283,0)
(14.1336,0)
(14.2904,0)
(9.46322,0)
(6.87571,0)
(14.6144,0)
(14.2769,0)
(9.88759,0)
(6.57538,0)
(12.6416,0)
(15.0875,0)
(9.58921,0)
(6.51944,0)
(11.5378,0)
(14.2664,0)
(9.32285,0)
(6.75884,0)
(11.8564,0)
(16.9314,0)
(8.6563,0)
(6.18421,0)
(11.363,0)
(18.443,0)
(10.0152,0)
(6.18421,0)
(11.0704,0)
(19.9861,0)
(9.38564,0)
(4.34936,0)
(12.9764,0)
(15.5683,0)
(9.40927,0)
(4.3353,0)
(12.9298,0)
(14.355,0)
(9.55464,0)
(5.48079,0)
(15.0207,0)
(12.8083,0)
(10.1003,0)
(6.09092,0)
(15.4486,0)
(13.9601,0)
(9.55989,0)
(5.57075,0)
(14.1518,0)
(13.7866,0)
(9.26164,0)
(8.31991,0)
(12.4462,0)
(14.8458,0)
(7.54562,0)
(9.14219,0)
(11.7978,0)
(18.0993,0)
(7.5047,0)
(9.47844,0)
(11.5202,0)
(19.1025,0)
(7.28682,0)
(8.17644,0)
(11.8335,0)
(20.7422,0)
(7.76772,0)
(7.56379,0)
(11.4114,0)
(20.917,0)
(6.84018,0)
(9.13773,0)
(9.60201,0)
(22.6583,0)
(6.44241,0)
(11.2719,0)
(9.88962,0)
(25.6823,0)
(6.44241,0)
(7.43361,0)
(10.6485,0)
(25.5673,0)
(6.86802,0)
(8.70156,0)
(9.36686,0)
(22.5836,0)
(6.76728,0)
(9.05798,0)
(9.58922,0)
(20.4363,0)
(6.54628,0)
(8.52868,0)
(10.4073,0)
(19.1042,0)
(5.17103,0)
(9.57664,0)
(10.7829,0)
(19.0319,0)
(4.663,0)
(9.52732,0)
(10.8344,0)
(19.3047,0)
(4.82843,0)
(9.28147,0)
(10.8711,0)
(16.5096,0)
(5.74872,0)
(9.6612,0)
(12.2454,0)
(14.9767,0)
(6.74971,0)
(8.0625,0)
(13.2412,0)
(14.396,0)
(7.19104,0)
(7.29215,0)
(13.036,0)
(12.9689,0)
(6.53811,0)
(8.27492,0)
(13.3821,0)
(13.3371,0)
(7.10575,0)
(7,0)
(13.11,0)
(12.3062,0)
(7.96259,0)
(7.24836,0)
(13.2565,0)
(11.1946,0)
(7.88904,0)
(6.87832,0)
(14.8075,0)
(11.8955,0)
(8.01646,0)
(5.70156,0)
(13.3666,0)
(11.8002,0)
(8.8583,0)
(6.71434,0)
(12.3414,0)
(11.1574,0)
(9.25641,0)
(6.17959,0)
(13.911,0)
(12.9114,0)
(10.2766,0)
(5.02608,0)
(13.3031,0)
(13.6873,0)
(11.1272,0)
(5.17316,0)
(13.77,0)
(14.4256,0)
(10.9389,0)
(6.0114,0)
(13.3405,0)
(14.1844,0)
(11,0)
(5.83438,0)
(13.8783,0)
(14.6637,0)
(11.2605,0)
(6.27492,0)
(13.089,0)
(14.5356,0)
(10.6879,0)
(5.04792,0)
(12.0123,0)
(15.5681,0)
(9.43641,0)
(4.64575,0)
(13.0897,0)
(12.5481,0)
(9.50677,0)
(5.16228,0)
(14.7517,0)
(11.951,0)
(11.6155,0)
(5.16228,0)
(14.6206,0)
(11.8548,0)
(11.0777,0)
(5.31662,0)
(14.4753,0)
(13.2521,0)
(11.1478,0)
(5.9531,0)
(14.2158,0)
(14.1888,0)
(10.7044,0)
(8.54562,0)
(13.186,0)
(22.6913,0)
(10,0)
(8.38617,0)
(14.4792,0)
(22.1572,0)
(9.60792,0)
(6.83502,0)
(12.8111,0)
(22.4179,0)
(9.24197,0)
(6.42841,0)
(12.1243,0)
(21.9902,0)
(8.01698,0)
(6.60555,0)
(8.55968,0)
(21.1027,0)
(7.75091,0)
(9.89585,0)
(9.9442,0)
(20.4016,0)
(6.69981,0)
(10.1381,0)
(9.62434,0)
(25.3587,0)
(6.98649,0)
(7.35454,0)
(10.9895,0)
(18.1707,0)
(9.278,0)
(7.99349,0)
(6.29591,0)
(18.6758,0)
(9.60135,0)
(8.69447,0)
(5.61034,0)
(26.8037,0)
(9.71163,0)
(7.78905,0)
(6.24593,0)
(29.7305,0)
(9.25776,0)
(8.30886,0)
(7.0947,0)
(31.0788,0)
(10.1184,0)
(6.88962,0)
(6.4918,0)
(31.0788,0)
(10.0894,0)
(7.77506,0)
(9.48303,0)
(24.7977,0)
(8.98052,0)
(7.09023,0)
(9.46144,0)
(27.4768,0)
(8.82734,0)
(9.03702,0)
(10.7128,0)
(24.4551,0)
(9.80726,0)
(9.94406,0)
(9.6415,0)
(18.3852,0)
(8.23359,0)
(12.3787,0)
(9.98779,0)
(16.9954,0)
(8.01229,0)
(12.63,0)
(11.442,0)
(17.1976,0)
(8.5926,0)
(11.1526,0)
(13.9903,0)
(16.4721,0)
(8.7967,0)
(9.06333,0)
(14.3314,0)
(14.5172,0)
(8.84061,0)
(9.78517,0)
(14.7788,0)
(11.9015,0)
(9.27102,0)
(9.4911,0)
(15.265,0)
(13.5053,0)
(7.34042,0)
(9.92237,0)
(15.1506,0)
(14.8323,0)
(6.5292,0)
(9.38621,0)
(15.6618,0)
(15.5541,0)
(6.71085,0)
(10.0738,0)
(17.2834,0)
(15.6137,0)
(5.4641,0)
(9.27253,0)
(17.1666,0)
(16.5854,0)
(3.76644,0)
(10.9485,0)
(15.5328,0)
(17.1071,0)
(4.11903,0)
(10.134,0)
(16.5875,0)
(17.5036,0)
(4.91163,0)
(7.3518,0)
(16.3884,0)
(16.2755,0)
(5.21235,0)
(7.47181,0)
(15.7931,0)
(14.3719,0)
(5.5959,0)
(7.60821,0)
(15.3523,0)
(13.8303,0)
(5.7429,0)
(7.64126,0)
(12.7849,0)
